date;day_of_week;id;name;counts;coordinates;site_active;user_type;installation_date;photos;status;site_owner
2024-11-09T09:00:00+00:00;Saturday;100046007;RAL_CAM_S;0;35.79077, -78.66154;Yes;pedestrian;2018-07-31;https://filer.eco-counter-tools.com/file/15/e6188166abac795949894a71411498ccf4c48e968af662708538b10d3a1a6215/15423099573310.jpg;raw;Cary
2024-10-26T06:00:00+00:00;Saturday;100046007;RAL_CAM_S;0;35.79077, -78.66154;Yes;pedestrian;2018-07-31;https://filer.eco-counter-tools.com/file/15/e6188166abac795949894a71411498ccf4c48e968af662708538b10d3a1a6215/15423099573310.jpg;raw;Cary
2024-11-09T13:00:00+00:00;Saturday;100046007;RAL_CAM_S;30;35.79077, -78.66154;Yes;pedestrian;2018-07-31;https://filer.eco-counter-tools.com/file/15/e6188166abac795949894a71411498ccf4c48e968af662708538b10d3a1a6215/15423099573310.jpg;raw;Cary
2024-10-26T07:00:00+00:00;Saturday;100046007;RAL_CAM_S;0;35.79077, -78.66154;Yes;pedestrian;2018-07-31;https://filer.eco-counter-tools.com/file/15/e6188166abac795949894a71411498ccf4c48e968af662708538b10d3a1a6215/15423099573310.jpg;raw;Cary
2024-11-09T16:00:00+00:00;Saturday;100046007;RAL_CAM_S;103;35.79077, -78.66154;Yes;pedestrian;2018-07-31;https://filer.eco-counter-tools.com/file/15/e6188166abac795949894a71411498ccf4c48e968af662708538b10d3a1a6215/15423099573310.jpg;raw;Cary
2024-10-26T23:00:00+00:00;Saturday;100046007;RAL_CAM_S;18;35.79077, -78.66154;Yes;pedestrian;2018-07-31;https://filer.eco-counter-tools.com/file/15/e6188166abac795949894a71411498ccf4c48e968af662708538b10d3a1a6215/15423099573310.jpg;raw;Cary
2024-11-09T17:00:00+00:00;Saturday;100046007;RAL_CAM_S;78;35.79077, -78.66154;Yes;pedestrian;2018-07-31;https://filer.eco-counter-tools.com/file/15/e6188166abac795949894a71411498ccf4c48e968af662708538b10d3a1a6215/15423099573310.jpg;raw;Cary
2024-10-27T01:00:00+00:00;Sunday;100046007;RAL_CAM_S;23;35.79077, -78.66154;Yes;pedestrian;2018-07-31;https://filer.eco-counter-tools.com/file/15/e6188166abac795949894a71411498ccf4c48e968af662708538b10d3a1a6215/15423099573310.jpg;raw;Cary
2024-11-09T21:00:00+00:00;Saturday;100046007;RAL_CAM_S;69;35.79077, -78.66154;Yes;pedestrian;2018-07-31;https://filer.eco-counter-tools.com/file/15/e6188166abac795949894a71411498ccf4c48e968af662708538b10d3a1a6215/15423099573310.jpg;raw;Cary
2024-10-27T02:00:00+00:00;Sunday;100046007;RAL_CAM_S;6;35.79077, -78.66154;Yes;pedestrian;2018-07-31;https://filer.eco-counter-tools.com/file/15/e6188166abac795949894a71411498ccf4c48e968af662708538b10d3a1a6215/15423099573310.jpg;raw;Cary
2024-11-09T06:00:00+00:00;Saturday;100051658;RAL_HIL_N;4;0.0, 0.0;Yes;undefined;2019-01-28;;raw;Cary
2024-10-26T04:00:00+00:00;Saturday;100047094;RAL_CAM_N;0;35.79096, -78.66164;Yes;pedestrian;2018-01-26;https://filer.eco-counter-tools.com/file/0e/57d13d10a9630da705eb56d51089d1dbfb935bf0d1eeabc33804f4a69297b60e/15423098957720.jpg;raw;Cary
2024-11-09T11:00:00+00:00;Saturday;100051658;RAL_HIL_N;7;0.0, 0.0;Yes;undefined;2019-01-28;;raw;Cary
2024-10-26T05:00:00+00:00;Saturday;100047094;RAL_CAM_N;0;35.79096, -78.66164;Yes;pedestrian;2018-01-26;https://filer.eco-counter-tools.com/file/0e/57d13d10a9630da705eb56d51089d1dbfb935bf0d1eeabc33804f4a69297b60e/15423098957720.jpg;raw;Cary
2024-11-09T13:00:00+00:00;Saturday;100051658;RAL_HIL_N;32;0.0, 0.0;Yes;undefined;2019-01-28;;raw;Cary
2024-10-26T12:00:00+00:00;Saturday;100047094;RAL_CAM_N;10;35.79096, -78.66164;Yes;pedestrian;2018-01-26;https://filer.eco-counter-tools.com/file/0e/57d13d10a9630da705eb56d51089d1dbfb935bf0d1eeabc33804f4a69297b60e/15423098957720.jpg;raw;Cary
2024-11-09T17:00:00+00:00;Saturday;100051658;RAL_HIL_N;28;0.0, 0.0;Yes;undefined;2019-01-28;;raw;Cary
2024-10-26T13:00:00+00:00;Saturday;100047094;RAL_CAM_N;26;35.79096, -78.66164;Yes;pedestrian;2018-01-26;https://filer.eco-counter-tools.com/file/0e/57d13d10a9630da705eb56d51089d1dbfb935bf0d1eeabc33804f4a69297b60e/15423098957720.jpg;raw;Cary
2024-11-09T19:00:00+00:00;Saturday;100051658;RAL_HIL_N;22;0.0, 0.0;Yes;undefined;2019-01-28;;raw;Cary
2024-10-26T15:00:00+00:00;Saturday;100047094;RAL_CAM_N;44;35.79096, -78.66164;Yes;pedestrian;2018-01-26;https://filer.eco-counter-tools.com/file/0e/57d13d10a9630da705eb56d51089d1dbfb935bf0d1eeabc33804f4a69297b60e/15423098957720.jpg;raw;Cary
2024-11-09T23:00:00+00:00;Saturday;100051658;RAL_HIL_N;19;0.0, 0.0;Yes;undefined;2019-01-28;;raw;Cary
2024-10-26T18:00:00+00:00;Saturday;100047094;RAL_CAM_N;46;35.79096, -78.66164;Yes;pedestrian;2018-01-26;https://filer.eco-counter-tools.com/file/0e/57d13d10a9630da705eb56d51089d1dbfb935bf0d1eeabc33804f4a69297b60e/15423098957720.jpg;raw;Cary
2024-10-26T20:00:00+00:00;Saturday;100047094;RAL_CAM_N;30;35.79096, -78.66164;Yes;pedestrian;2018-01-26;https://filer.eco-counter-tools.com/file/0e/57d13d10a9630da705eb56d51089d1dbfb935bf0d1eeabc33804f4a69297b60e/15423098957720.jpg;raw;Cary
2024-10-26T23:00:00+00:00;Saturday;100047094;RAL_CAM_N;11;35.79096, -78.66164;Yes;pedestrian;2018-01-26;https://filer.eco-counter-tools.com/file/0e/57d13d10a9630da705eb56d51089d1dbfb935bf0d1eeabc33804f4a69297b60e/15423098957720.jpg;raw;Cary
2024-10-26T05:00:00+00:00;Saturday;100047346;RAL_RID_W;0;35.811378, -78.684408;Yes;undefined;2018-01-26;https://filer.eco-counter-tools.com/file/e8/835da522124aff51ce676d9b9824ffc023b7db55da059da52f5c0d0993f93fe8/15423102494670.jpg;raw;Cary
2024-10-26T10:00:00+00:00;Saturday;100047346;RAL_RID_W;2;35.811378, -78.684408;Yes;undefined;2018-01-26;https://filer.eco-counter-tools.com/file/e8/835da522124aff51ce676d9b9824ffc023b7db55da059da52f5c0d0993f93fe8/15423102494670.jpg;raw;Cary
2024-10-26T21:00:00+00:00;Saturday;100047346;RAL_RID_W;10;35.811378, -78.684408;Yes;undefined;2018-01-26;https://filer.eco-counter-tools.com/file/e8/835da522124aff51ce676d9b9824ffc023b7db55da059da52f5c0d0993f93fe8/15423102494670.jpg;raw;Cary
2024-11-09T07:00:00+00:00;Saturday;100034828;RAL_RBT;0;35.77453, -78.655515;Yes;undefined;2018-05-29;https://filer.eco-counter-tools.com/file/5c/8278e3b06f3fd12797bb228ca4ad021a9955a61e63ed709aa4ea7c3510a9175c/15423101886430.jpg;raw;Cary
2024-10-27T01:00:00+00:00;Sunday;100047346;RAL_RID_W;1;35.811378, -78.684408;Yes;undefined;2018-01-26;https://filer.eco-counter-tools.com/file/e8/835da522124aff51ce676d9b9824ffc023b7db55da059da52f5c0d0993f93fe8/15423102494670.jpg;raw;Cary
2024-11-09T08:00:00+00:00;Saturday;100034828;RAL_RBT;0;35.77453, -78.655515;Yes;undefined;2018-05-29;https://filer.eco-counter-tools.com/file/5c/8278e3b06f3fd12797bb228ca4ad021a9955a61e63ed709aa4ea7c3510a9175c/15423101886430.jpg;raw;Cary
2024-10-26T04:00:00+00:00;Saturday;100034839;APX_SAL_W;8;35.731424, -78.85116;Yes;undefined;2018-06-07;https://filer.eco-counter-tools.com/file/11/fc1c7b2dd8c96ad17958cd4a6ba1bbe4eef1a77bbd61fa848802d9436cdc7911/15423096158421.jpg;raw;Cary
2024-11-09T19:00:00+00:00;Saturday;100034828;RAL_RBT;16;35.77453, -78.655515;Yes;undefined;2018-05-29;https://filer.eco-counter-tools.com/file/5c/8278e3b06f3fd12797bb228ca4ad021a9955a61e63ed709aa4ea7c3510a9175c/15423101886430.jpg;raw;Cary
2024-10-26T16:00:00+00:00;Saturday;100034839;APX_SAL_W;235;35.731424, -78.85116;Yes;undefined;2018-06-07;https://filer.eco-counter-tools.com/file/11/fc1c7b2dd8c96ad17958cd4a6ba1bbe4eef1a77bbd61fa848802d9436cdc7911/15423096158421.jpg;raw;Cary
2024-11-10T00:00:00+00:00;Sunday;100034828;RAL_RBT;2;35.77453, -78.655515;Yes;undefined;2018-05-29;https://filer.eco-counter-tools.com/file/5c/8278e3b06f3fd12797bb228ca4ad021a9955a61e63ed709aa4ea7c3510a9175c/15423101886430.jpg;raw;Cary
2024-10-26T20:00:00+00:00;Saturday;100034839;APX_SAL_W;207;35.731424, -78.85116;Yes;undefined;2018-06-07;https://filer.eco-counter-tools.com/file/11/fc1c7b2dd8c96ad17958cd4a6ba1bbe4eef1a77bbd61fa848802d9436cdc7911/15423096158421.jpg;raw;Cary
2024-11-10T01:00:00+00:00;Sunday;100034828;RAL_RBT;0;35.77453, -78.655515;Yes;undefined;2018-05-29;https://filer.eco-counter-tools.com/file/5c/8278e3b06f3fd12797bb228ca4ad021a9955a61e63ed709aa4ea7c3510a9175c/15423101886430.jpg;raw;Cary
2024-10-26T04:00:00+00:00;Saturday;100034840;APX_SAL_E;15;35.731408, -78.85101;Yes;undefined;2018-06-07;https://filer.eco-counter-tools.com/file/39/b3ffbab3782e2fe3d86059f5ec739df8593bafc2726c428896c095b498709139/15423095802090.jpg;raw;Cary
2024-11-09T11:00:00+00:00;Saturday;100034839;APX_SAL_W;10;35.731424, -78.85116;Yes;undefined;2018-06-07;https://filer.eco-counter-tools.com/file/11/fc1c7b2dd8c96ad17958cd4a6ba1bbe4eef1a77bbd61fa848802d9436cdc7911/15423096158421.jpg;raw;Cary
2024-10-26T06:00:00+00:00;Saturday;100034840;APX_SAL_E;0;35.731408, -78.85101;Yes;undefined;2018-06-07;https://filer.eco-counter-tools.com/file/39/b3ffbab3782e2fe3d86059f5ec739df8593bafc2726c428896c095b498709139/15423095802090.jpg;raw;Cary
2024-11-09T16:00:00+00:00;Saturday;100034839;APX_SAL_W;160;35.731424, -78.85116;Yes;undefined;2018-06-07;https://filer.eco-counter-tools.com/file/11/fc1c7b2dd8c96ad17958cd4a6ba1bbe4eef1a77bbd61fa848802d9436cdc7911/15423096158421.jpg;raw;Cary
2024-10-26T07:00:00+00:00;Saturday;100034840;APX_SAL_E;0;35.731408, -78.85101;Yes;undefined;2018-06-07;https://filer.eco-counter-tools.com/file/39/b3ffbab3782e2fe3d86059f5ec739df8593bafc2726c428896c095b498709139/15423095802090.jpg;raw;Cary
2024-11-09T18:00:00+00:00;Saturday;100034839;APX_SAL_W;280;35.731424, -78.85116;Yes;undefined;2018-06-07;https://filer.eco-counter-tools.com/file/11/fc1c7b2dd8c96ad17958cd4a6ba1bbe4eef1a77bbd61fa848802d9436cdc7911/15423096158421.jpg;raw;Cary
2024-10-26T13:00:00+00:00;Saturday;100034840;APX_SAL_E;115;35.731408, -78.85101;Yes;undefined;2018-06-07;https://filer.eco-counter-tools.com/file/39/b3ffbab3782e2fe3d86059f5ec739df8593bafc2726c428896c095b498709139/15423095802090.jpg;raw;Cary
2024-11-09T21:00:00+00:00;Saturday;100034839;APX_SAL_W;162;35.731424, -78.85116;Yes;undefined;2018-06-07;https://filer.eco-counter-tools.com/file/11/fc1c7b2dd8c96ad17958cd4a6ba1bbe4eef1a77bbd61fa848802d9436cdc7911/15423096158421.jpg;raw;Cary
2024-10-26T15:00:00+00:00;Saturday;100034840;APX_SAL_E;205;35.731408, -78.85101;Yes;undefined;2018-06-07;https://filer.eco-counter-tools.com/file/39/b3ffbab3782e2fe3d86059f5ec739df8593bafc2726c428896c095b498709139/15423095802090.jpg;raw;Cary
2024-11-10T00:00:00+00:00;Sunday;100034839;APX_SAL_W;174;35.731424, -78.85116;Yes;undefined;2018-06-07;https://filer.eco-counter-tools.com/file/11/fc1c7b2dd8c96ad17958cd4a6ba1bbe4eef1a77bbd61fa848802d9436cdc7911/15423096158421.jpg;raw;Cary
2024-10-26T17:00:00+00:00;Saturday;100034840;APX_SAL_E;233;35.731408, -78.85101;Yes;undefined;2018-06-07;https://filer.eco-counter-tools.com/file/39/b3ffbab3782e2fe3d86059f5ec739df8593bafc2726c428896c095b498709139/15423095802090.jpg;raw;Cary
2024-11-09T15:00:00+00:00;Saturday;100034840;APX_SAL_E;128;35.731408, -78.85101;Yes;undefined;2018-06-07;https://filer.eco-counter-tools.com/file/39/b3ffbab3782e2fe3d86059f5ec739df8593bafc2726c428896c095b498709139/15423095802090.jpg;raw;Cary
2024-10-27T00:00:00+00:00;Sunday;100034840;APX_SAL_E;78;35.731408, -78.85101;Yes;undefined;2018-06-07;https://filer.eco-counter-tools.com/file/39/b3ffbab3782e2fe3d86059f5ec739df8593bafc2726c428896c095b498709139/15423095802090.jpg;raw;Cary
2024-11-09T18:00:00+00:00;Saturday;100034840;APX_SAL_E;246;35.731408, -78.85101;Yes;undefined;2018-06-07;https://filer.eco-counter-tools.com/file/39/b3ffbab3782e2fe3d86059f5ec739df8593bafc2726c428896c095b498709139/15423095802090.jpg;raw;Cary
2024-10-26T05:00:00+00:00;Saturday;100013346;CRY_LKP_W (Cary Lake Pine Drive - West);0;35.74969, -78.813619;Yes;bicycle;2021-02-11;https://filer.eco-counter-tools.com/file/1a/15098955a2f94c9c6001b01a51354b77fbd8e459f9812ed835e35233eeceb01a/20240122_115919.jpg;raw;Cary
2024-11-09T20:00:00+00:00;Saturday;100034840;APX_SAL_E;333;35.731408, -78.85101;Yes;undefined;2018-06-07;https://filer.eco-counter-tools.com/file/39/b3ffbab3782e2fe3d86059f5ec739df8593bafc2726c428896c095b498709139/15423095802090.jpg;raw;Cary
2024-10-26T08:00:00+00:00;Saturday;100013346;CRY_LKP_W (Cary Lake Pine Drive - West);0;35.74969, -78.813619;Yes;bicycle;2021-02-11;https://filer.eco-counter-tools.com/file/1a/15098955a2f94c9c6001b01a51354b77fbd8e459f9812ed835e35233eeceb01a/20240122_115919.jpg;raw;Cary
2024-10-26T11:00:00+00:00;Saturday;100013346;CRY_LKP_W (Cary Lake Pine Drive - West);2;35.74969, -78.813619;Yes;bicycle;2021-02-11;https://filer.eco-counter-tools.com/file/1a/15098955a2f94c9c6001b01a51354b77fbd8e459f9812ed835e35233eeceb01a/20240122_115919.jpg;raw;Cary
2024-10-26T19:00:00+00:00;Saturday;100013346;CRY_LKP_W (Cary Lake Pine Drive - West);1;35.74969, -78.813619;Yes;bicycle;2021-02-11;https://filer.eco-counter-tools.com/file/1a/15098955a2f94c9c6001b01a51354b77fbd8e459f9812ed835e35233eeceb01a/20240122_115919.jpg;raw;Cary
2024-10-26T20:00:00+00:00;Saturday;100013346;CRY_LKP_W (Cary Lake Pine Drive - West);2;35.74969, -78.813619;Yes;bicycle;2021-02-11;https://filer.eco-counter-tools.com/file/1a/15098955a2f94c9c6001b01a51354b77fbd8e459f9812ed835e35233eeceb01a/20240122_115919.jpg;raw;Cary
2024-10-27T00:00:00+00:00;Sunday;100013346;CRY_LKP_W (Cary Lake Pine Drive - West);0;35.74969, -78.813619;Yes;bicycle;2021-02-11;https://filer.eco-counter-tools.com/file/1a/15098955a2f94c9c6001b01a51354b77fbd8e459f9812ed835e35233eeceb01a/20240122_115919.jpg;raw;Cary
2024-10-26T03:00:00+00:00;Saturday;100013347;CRY_LKP_E (Cary Lake Pine Drive - East);0;35.749622, -78.813555;Yes;bicycle;2014-04-09;https://filer.eco-counter-tools.com/file/e5/58c79cc1ad46be8e50c85aa74bd9c9a3853180bb24aed8bdeb5ec48075ab02e5/20240122_120326.jpg;raw;Cary
2024-10-26T05:00:00+00:00;Saturday;100013347;CRY_LKP_E (Cary Lake Pine Drive - East);0;35.749622, -78.813555;Yes;bicycle;2014-04-09;https://filer.eco-counter-tools.com/file/e5/58c79cc1ad46be8e50c85aa74bd9c9a3853180bb24aed8bdeb5ec48075ab02e5/20240122_120326.jpg;raw;Cary
2024-10-26T12:00:00+00:00;Saturday;100013347;CRY_LKP_E (Cary Lake Pine Drive - East);0;35.749622, -78.813555;Yes;bicycle;2014-04-09;https://filer.eco-counter-tools.com/file/e5/58c79cc1ad46be8e50c85aa74bd9c9a3853180bb24aed8bdeb5ec48075ab02e5/20240122_120326.jpg;raw;Cary
2024-10-26T20:00:00+00:00;Saturday;100013347;CRY_LKP_E (Cary Lake Pine Drive - East);1;35.749622, -78.813555;Yes;bicycle;2014-04-09;https://filer.eco-counter-tools.com/file/e5/58c79cc1ad46be8e50c85aa74bd9c9a3853180bb24aed8bdeb5ec48075ab02e5/20240122_120326.jpg;raw;Cary
2024-10-27T00:00:00+00:00;Sunday;100013347;CRY_LKP_E (Cary Lake Pine Drive - East);0;35.749622, -78.813555;Yes;bicycle;2014-04-09;https://filer.eco-counter-tools.com/file/e5/58c79cc1ad46be8e50c85aa74bd9c9a3853180bb24aed8bdeb5ec48075ab02e5/20240122_120326.jpg;raw;Cary
2024-10-26T18:00:00+00:00;Saturday;100013348;CRY_BCN (Cary Black Creek Greenway - North);24;35.832934, -78.786263;Yes;bicycle;2014-04-09;https://filer.eco-counter-tools.com/file/cb/a706558001f197057a6416b9267d61c7dc91a045a97f30035435f13811ec28cb/20240116_151117.jpg;raw;Cary
2024-10-26T21:00:00+00:00;Saturday;100013348;CRY_BCN (Cary Black Creek Greenway - North);12;35.832934, -78.786263;Yes;bicycle;2014-04-09;https://filer.eco-counter-tools.com/file/cb/a706558001f197057a6416b9267d61c7dc91a045a97f30035435f13811ec28cb/20240116_151117.jpg;raw;Cary
2024-10-26T10:00:00+00:00;Saturday;100051658;RAL_HIL_N;15;0.0, 0.0;Yes;undefined;2019-01-28;;raw;Cary
2024-10-26T12:00:00+00:00;Saturday;100051658;RAL_HIL_N;37;0.0, 0.0;Yes;undefined;2019-01-28;;raw;Cary
2024-10-26T19:00:00+00:00;Saturday;100051658;RAL_HIL_N;29;0.0, 0.0;Yes;undefined;2019-01-28;;raw;Cary
2024-10-26T21:00:00+00:00;Saturday;100051658;RAL_HIL_N;29;0.0, 0.0;Yes;undefined;2019-01-28;;raw;Cary
2024-10-27T02:00:00+00:00;Sunday;100051658;RAL_HIL_N;9;0.0, 0.0;Yes;undefined;2019-01-28;;raw;Cary
2024-11-09T06:00:00+00:00;Saturday;100013348;CRY_BCN (Cary Black Creek Greenway - North);0;35.832934, -78.786263;Yes;bicycle;2014-04-09;https://filer.eco-counter-tools.com/file/cb/a706558001f197057a6416b9267d61c7dc91a045a97f30035435f13811ec28cb/20240116_151117.jpg;raw;Cary
2024-11-09T12:00:00+00:00;Saturday;100013348;CRY_BCN (Cary Black Creek Greenway - North);6;35.832934, -78.786263;Yes;bicycle;2014-04-09;https://filer.eco-counter-tools.com/file/cb/a706558001f197057a6416b9267d61c7dc91a045a97f30035435f13811ec28cb/20240116_151117.jpg;raw;Cary
2024-11-10T01:00:00+00:00;Sunday;100013348;CRY_BCN (Cary Black Creek Greenway - North);0;35.832934, -78.786263;Yes;bicycle;2014-04-09;https://filer.eco-counter-tools.com/file/cb/a706558001f197057a6416b9267d61c7dc91a045a97f30035435f13811ec28cb/20240116_151117.jpg;raw;Cary
2024-11-10T02:00:00+00:00;Sunday;100013348;CRY_BCN (Cary Black Creek Greenway - North);0;35.832934, -78.786263;Yes;bicycle;2014-04-09;https://filer.eco-counter-tools.com/file/cb/a706558001f197057a6416b9267d61c7dc91a045a97f30035435f13811ec28cb/20240116_151117.jpg;raw;Cary
2024-11-10T03:00:00+00:00;Sunday;100013348;CRY_BCN (Cary Black Creek Greenway - North);0;35.832934, -78.786263;Yes;bicycle;2014-04-09;https://filer.eco-counter-tools.com/file/cb/a706558001f197057a6416b9267d61c7dc91a045a97f30035435f13811ec28cb/20240116_151117.jpg;raw;Cary
2024-11-09T06:00:00+00:00;Saturday;100034867;CRY_LOU_W;0;35.80602, -78.86175;Yes;undefined;2018-06-04;https://filer.eco-counter-tools.com/file/20/664860144e75ec9961b42867f6bafcd78aad6e19c407f799c5d947b7fd172720/15423097489070.jpg;raw;North Carolina Capital Area Metropolitan Planning Organization (CAMPO)
2024-11-09T09:00:00+00:00;Saturday;100034867;CRY_LOU_W;0;35.80602, -78.86175;Yes;undefined;2018-06-04;https://filer.eco-counter-tools.com/file/20/664860144e75ec9961b42867f6bafcd78aad6e19c407f799c5d947b7fd172720/15423097489070.jpg;raw;North Carolina Capital Area Metropolitan Planning Organization (CAMPO)
2024-11-09T10:00:00+00:00;Saturday;100034867;CRY_LOU_W;0;35.80602, -78.86175;Yes;undefined;2018-06-04;https://filer.eco-counter-tools.com/file/20/664860144e75ec9961b42867f6bafcd78aad6e19c407f799c5d947b7fd172720/15423097489070.jpg;raw;North Carolina Capital Area Metropolitan Planning Organization (CAMPO)
2024-11-09T11:00:00+00:00;Saturday;100034867;CRY_LOU_W;3;35.80602, -78.86175;Yes;undefined;2018-06-04;https://filer.eco-counter-tools.com/file/20/664860144e75ec9961b42867f6bafcd78aad6e19c407f799c5d947b7fd172720/15423097489070.jpg;raw;North Carolina Capital Area Metropolitan Planning Organization (CAMPO)
2024-11-09T21:00:00+00:00;Saturday;100034867;CRY_LOU_W;12;35.80602, -78.86175;Yes;undefined;2018-06-04;https://filer.eco-counter-tools.com/file/20/664860144e75ec9961b42867f6bafcd78aad6e19c407f799c5d947b7fd172720/15423097489070.jpg;raw;North Carolina Capital Area Metropolitan Planning Organization (CAMPO)
2024-11-09T23:00:00+00:00;Saturday;100034867;CRY_LOU_W;1;35.80602, -78.86175;Yes;undefined;2018-06-04;https://filer.eco-counter-tools.com/file/20/664860144e75ec9961b42867f6bafcd78aad6e19c407f799c5d947b7fd172720/15423097489070.jpg;raw;North Carolina Capital Area Metropolitan Planning Organization (CAMPO)
2024-11-10T00:00:00+00:00;Sunday;100034867;CRY_LOU_W;5;35.80602, -78.86175;Yes;undefined;2018-06-04;https://filer.eco-counter-tools.com/file/20/664860144e75ec9961b42867f6bafcd78aad6e19c407f799c5d947b7fd172720/15423097489070.jpg;raw;North Carolina Capital Area Metropolitan Planning Organization (CAMPO)
2024-11-10T01:00:00+00:00;Sunday;100034867;CRY_LOU_W;1;35.80602, -78.86175;Yes;undefined;2018-06-04;https://filer.eco-counter-tools.com/file/20/664860144e75ec9961b42867f6bafcd78aad6e19c407f799c5d947b7fd172720/15423097489070.jpg;raw;North Carolina Capital Area Metropolitan Planning Organization (CAMPO)
2024-11-10T02:00:00+00:00;Sunday;100034867;CRY_LOU_W;0;35.80602, -78.86175;Yes;undefined;2018-06-04;https://filer.eco-counter-tools.com/file/20/664860144e75ec9961b42867f6bafcd78aad6e19c407f799c5d947b7fd172720/15423097489070.jpg;raw;North Carolina Capital Area Metropolitan Planning Organization (CAMPO)
2024-11-08T01:00:00+00:00;Friday;100048577;New Hope Disc Golf Back Loop;0;35.814388, -78.928814;Yes;pedestrian;2018-10-17;https://filer.eco-counter-tools.com/file/08/7e9c3f92cf980e0a0902fb3cf1f04a4ce7f801cb5499bde3874f15fcdf5c5f08/NewHopeDiscGolfBackLoop_Latest_OUT.jpg;raw;Cary
